-2.10246087461050e-17	2.66300315220702e-17	-1.04327411756512e-16	-6.59344439763054e-17	4.70084223194894e-17	9.22438366375480e-17
1.12805308934406e-18	1.24745512550366e-17	3.56953531528139e-17	5.14941880772664e-17	3.48882004473185e-17	2.42093977487226e-17
-3.20942027913883e-17	-4.34530424427114e-18	4.94476732063402e-17	-2.66118407437774e-17	1.96442878429510e-17	4.58931220377102e-17
2.97201676871463e-17	3.09362281671288e-17	-3.99359069303823e-17	8.07971071152906e-18	-2.14614775107597e-17	-5.04408817497779e-17
-4.40854015981605e-18	-9.56651032513877e-17	7.79819826472607e-17	-2.28364419926266e-17	-1.33517751876594e-17	-2.01631144111103e-17
7.96956793593762e-19	7.75067978570543e-17	-5.67507641388208e-17	-3.16421627351325e-17	2.40807792282883e-17	7.74089196198777e-17
3.67006765536894e-17	-2.58155334823548e-17	2.27274411730727e-17	2.01363910741252e-17	-3.84148415491302e-17	-5.19734690059474e-17
-9.33696509817334e-18	2.04665315070091e-17	-1.96935081038433e-17	1.43723919772531e-17	1.53935742224911e-17	-5.96345804054443e-18
-1.01141125459474e-17	-1.50253216207172e-17	-1.71941041863234e-17	-2.03893690670626e-17	-1.34307016870023e-17	3.12815220131582e-17
1.69907592613991e-17	3.82479248972791e-18	2.12828217887876e-17	-7.45112386170036e-18	-1.01801752461065e-17	-3.05742042635515e-17
-1.80189496830979e-17	-2.75295347145505e-17	-1.22801302848625e-17	1.51434555157093e-17	-1.38544426899487e-17	-6.80719089545645e-18
1.21003611560552e-17	2.12561705262703e-17	4.51719123590795e-18	-1.50810107295408e-17	-6.71302743531359e-18	1.77910254555969e-17
-1.27440997074900e-17	-5.08391183798020e-17	-8.07462023059350e-18	-1.94792475737202e-17	-2.61423560111498e-17	-4.90025063469500e-17
6.99487853992084e-18	2.30210818267809e-17	-1.06955004055253e-17	1.76840731003099e-17	7.10918690825151e-18	1.75776408533895e-17
-1.01082656827157e-17	-2.67930715783959e-17	-1.13163178473552e-17	-1.40769715780727e-17	-1.33354767317422e-17	-3.37802742744225e-17
-1.88579310657335e-18	-2.79218161431276e-18	2.02746172257645e-17	-1.06317652684630e-17	5.39715012586759e-18	2.78734138715360e-18
-7.66290046487512e-18	-1.28965321223437e-17	-2.86943687245724e-19	-1.00873560665011e-17	3.00210170669950e-18	-1.16738571579967e-17
-1.59911088526904e-17	5.91755868419440e-18	-7.90826044525183e-18	-7.05683930548043e-18	-7.58407294138446e-18	-9.96931083901562e-18
-1.19626781784946e-17	-2.60268921519460e-17	2.89132106657287e-17	-7.35967196737374e-18	2.91521193080656e-19	-1.51928532570962e-17
-1.32365102451704e-17	2.01325839148866e-17	-2.42621358238844e-17	-2.08390225899537e-19	-6.09218179528253e-18	-1.54036851123496e-17
1.10432090353176e-18	-4.96362986774003e-18	1.50146296990728e-17	-1.53191330382727e-17	1.87760327795537e-17	-4.83443864750294e-18
-3.07878587912810e-18	1.76386826136309e-17	-6.99140945738307e-18	8.64512436170953e-19	5.96210434237678e-18	-1.00856658614498e-18
2.19885035564910e-18	-9.04884482513577e-18	-2.59719762395208e-18	3.31579828580152e-18	-7.58943579052706e-18	2.74001549445643e-18
-3.64874335435543e-18	2.48903882703989e-18	2.48132057792410e-18	8.78815040087190e-18	-2.74778780055413e-18	4.89073324246884e-18
-1.32214929457944e-18	1.06889383388081e-17	4.67545259474265e-18	1.15983382838890e-18	9.25977713591250e-18	1.38502141743069e-17
-7.86846466241395e-18	-4.29163599633970e-18	1.81561812437392e-17	-1.86299093842697e-17	-5.52061534479112e-18	-1.72992143025237e-17
